"SampleID","HBG2","STMN2","PRG2","S100A2","PSG5","Cluster"
"SRR1275121",15.4473211324278,-1,-1,-1,-1,"C0"
"SRR1275122",16.0026124585522,-1,-1,-1,-1,"C0"
"SRR1275123",16.0156726432359,-1,-1,-1,-1,"C0"
"SRR1275124",15.2834707692146,-1,-1,-1,-1,"C0"
"SRR1275125",15.4520364547214,-1,-1,-1,-1,"C0"
"SRR1275126",13.5802749049156,-1,3.55200811110627,-1,-1,"C0"
"SRR1275127",13.6704827169874,-1,3.8097025428657,-1,-1,"C0"
"SRR1275128",15.4329287311562,-1,-1,-1,-1,"C0"
"SRR1275129",15.5481415240769,-1,-1,-1,-1,"C0"
"SRR1275130",15.5140749554925,-1,-1,-1,-1,"C0"
"SRR1275131",15.6348471567927,-1,-1,-1,-1,"C0"
"SRR1275132",13.4871497787586,-1,-1,-1,-1,"C0"
"SRR1275133",13.7313869846043,-1,-1,-1,-1,"C0"
"SRR1275134",15.4131919774215,-1,-1,-1,-1,"C0"
"SRR1275135",15.5391682793691,-1,-1,-1,-1,"C0"
"SRR1275136",-1,0.837701090933865,10.6806839835154,-1,-1,"C2"
"SRR1275138",-1,0.894526770257395,12.3811901561368,-1,-1,"C2"
"SRR1275140",-1,1.00273851980693,9.98436248741422,-1,-1,"C2"
"SRR1275142",-1,-1,11.863055732688,-1,-1,"C2"
"SRR1275143",-1,-1,11.8559340804298,-1,-1,"C2"
"SRR1275144",-1,0.0630887120192842,12.8689521407729,-1,-1,"C2"
"SRR1275146",-1,-0.130049652341001,12.1958799528503,-1,-1,"C2"
"SRR1275148",-1,0.232660756790275,10.4721905302316,-1,-1,"C2"
"SRR1275150",-1,-0.346114511283354,11.1862975678079,-1,-1,"C2"
"SRR1275152",-1,-1,11.7719544738757,-1,-1,"C2"
"SRR1275154",-1,-1,14.0626056639719,1.66184079130537,-1,"C2"
"SRR1275155",-1,-1,14.2681290450411,-1,-1,"C2"
"SRR1275156",-1,-1,12.5747928419919,2.68383117440132,-1,"C2"
"SRR1275157",-1,-1,12.5402532879479,-1,-1,"C2"
"SRR1275158",-1,-1,11.7880363370417,-1,-1,"C2"
"SRR1275159",-1,-1,11.8988164153147,-1,-1,"C2"
"SRR1275160",-1,-1,13.1068228147872,1.43877189585177,-1,"C2"
"SRR1275161",-1,-1,13.3889445917262,-1,-1,"C2"
"SRR1275162",-1,0.258458622717901,-1,-1,-1,"C5"
"SRR1275163",-1,-1,-1,-1,-1,"C5"
"SRR1275164",-1,-0.407746299885093,-1,-1,-1,"C5"
"SRR1275165",-1,-1,-1,-1,-1,"C5"
"SRR1275166",-1,-1,-1,-1,-1,"C5"
"SRR1275167",-1,-1,-1,-1,-1,"C5"
"SRR1275168",-1,-1,-1,-1,-1,"C5"
"SRR1275169",-1,-1,-1,-1,-1,"C5"
"SRR1275170",-1,-1,-1,0.732486293029945,-1,"C5"
"SRR1275171",-1,-1,-1,-1,-1,"C5"
"SRR1275172",-1,-1,-1,-1,-1,"C5"
"SRR1275173",-1,-1,-1,-1,-1,"C5"
"SRR1275174",-1,-1,-1,-1,-1,"C5"
"SRR1275175",-1,-1,-1,-1,-1,"C5"
"SRR1275176",-1,-1,-1,-1,-1,"C5"
"SRR1275177",-1,-1,-1,-1,-1,"C5"
"SRR1275179",-1,-1,14.6634420313076,1.70460641332374,-1,"C2"
"SRR1275180",-1,-1,14.8093442245377,-1,-1,"C2"
"SRR1275181",-1,-1,12.2738503693111,-1,-1,"C2"
"SRR1275182",-1,-1,12.4462450621955,-1,-1,"C2"
"SRR1275183",-1,-1,12.5879853047577,-1,-1,"C2"
"SRR1275184",-1,-1,12.4566659984537,6.63884133216419,-1,"C2"
"SRR1275185",-1,-1,14.9513126441432,-1,-1,"C2"
"SRR1275186",-1,-1,14.9161923675156,6.37444311005154,-1,"C2"
"SRR1275187",-1,-1,11.8860712575837,2.11766180046556,-1,"C2"
"SRR1275188",5.86067730861883,-1,11.6083703438614,-1,-1,"C2"
"SRR1275189",-1,-1,14.0710041737945,-1,-1,"C2"
"SRR1275190",-1,-1,14.0166615824423,-1,-1,"C2"
"SRR1275191",-1,-1,14.00243579254,1.67473180935466,-1,"C2"
"SRR1275192",-1,-1,14.0087491746545,-1,-1,"C2"
"SRR1275193",-1,-1,3.73847602627076,-1,-1,"C2"
"SRR1275194",-1,-1,5.30804773107158,-1,-1,"C2"
"SRR1275195",-1,-1,14.1705294886149,1.11036324336042,-1,"C2"
"SRR1275196",-1,-1,14.2185089903212,5.28893803413818,-1,"C2"
"SRR1275197",-1,-1,12.3030054622617,2.22023707452667,-1,"C2"
"SRR1275198",-1,-1,12.5299186500932,-1,-1,"C2"
"SRR1275199",-1,-1,14.2159170176519,-1,-1,"C2"
"SRR1275200",-1,-1,14.3052948616277,-1,-1,"C2"
"SRR1275201",-1,-1,12.4526206831688,1.33176253339927,-1,"C2"
"SRR1275202",-1,-1,12.5371859249718,-1,-1,"C2"
"SRR1275203",-1,-1,13.2592340972546,-1,-1,"C2"
"SRR1275204",-1,-1,13.4862186907504,-1,-1,"C2"
"SRR1275207",-1,-1,14.7891294299671,3.55714047106753,-1,"C2"
"SRR1275208",-1,-1,14.7793719032324,5.23857670596791,-1,"C2"
"SRR1275209",-1,-1,13.3681680514492,-1,-1,"C2"
"SRR1275210",-1,-1,13.6638307073535,-1,-1,"C2"
"SRR1275211",-1,-1,13.7641505709178,2.50126078772752,-1,"C2"
"SRR1275212",-1,-1,13.662381198559,-1,-1,"C2"
"SRR1275213",-1,-1,14.3060921512251,4.44063997885681,-1,"C2"
"SRR1275215",-1,-1,14.3477766533776,1.3525325566729,-1,"C2"
"SRR1275216",-1,-1,14.2409885342014,7.11748207153391,-1,"C2"
"SRR1275217",-1,-1,13.0794476659527,-1,-1,"C2"
"SRR1275218",-1,-1,13.1316106720584,-1,-1,"C2"
"SRR1275219",-1,-1,13.3955772844655,-1,-1,"C2"
"SRR1275220",-1,-1,13.3675621940258,5.91810950052468,-1,"C2"
"SRR1275221",-1,-1,13.7195184416106,1.20044157708114,-1,"C2"
"SRR1275222",-1,-1,13.6902118054191,-1,-1,"C2"
"SRR1275223",-1,-1,14.5179533477184,2.43245170303073,-1,"C2"
"SRR1275224",-1,-1,14.490789317765,-1,-1,"C2"
"SRR1275225",-1,-1,12.0765575920563,-1,-1,"C2"
"SRR1275226",-1,-1,12.5167790660884,-1,-1,"C2"
"SRR1275227",-1,-1,10.9006066165014,-1,-1,"C2"
"SRR1275228",-1,-1,10.9651666068419,-1,-1,"C2"
"SRR1275229",-1,-1,11.8767128865451,2.2537170339362,-1,"C2"
"SRR1275230",-1,-1,12.0540179979937,-1,-1,"C2"
"SRR1275231",-1,-1,14.1991415185141,0.658462861174109,-1,"C2"
"SRR1275232",-1,-1,14.2113695198779,-1,-1,"C2"
"SRR1275233",-1,-1,13.9517773876978,-1,-1,"C2"
"SRR1275234",-1,-1,13.9928848446717,-1,-1,"C2"
"SRR1275235",-1,-1,4.94496149177315,-1,-1,"C2"
"SRR1275236",-1,-1,-1,-1,-1,"C2"
"SRR1275237",-1,-1,13.9070151541743,-1,-1,"C2"
"SRR1275238",-1,-1,14.0192276026731,-1,-1,"C2"
"SRR1275239",-1,-0.0381544508247427,10.4022780229478,-1,-1,"C2"
"SRR1275241",-1,-0.134635413442762,-1,-1,-1,"C1"
"SRR1275242",-1,-1,-1,-1,-1,"C1"
"SRR1275243",-1,9.62539799097532,-1,-1,-1,"C1"
"SRR1275244",-1,9.58300244834638,-1,-1,-1,"C1"
"SRR1275245",-1,12.9408910184664,-1,-1,-1,"C1"
"SRR1275246",-1,13.0046751526466,-1,-1,-1,"C1"
"SRR1275247",1.93734439215023,9.69806633701018,-1,-1,-1,"C1"
"SRR1275248",-1,9.35388078083416,-1,-1,-1,"C1"
"SRR1275249",-1,13.4436702698951,-1,-1,-1,"C1"
"SRR1275250",-1,13.5086511099609,-1,-1,-1,"C1"
"SRR1275251",-1,13.5483642761956,-1,-1,-1,"C1"
"SRR1275252",-1,13.4882559668372,-1,-1,-1,"C1"
"SRR1275253",-1,5.47998715671752,-1,-1,-1,"C1"
"SRR1275254",-1,5.85782428008587,-1,-1,-1,"C1"
"SRR1275255",-1,11.4992736772871,-1,-1,-1,"C1"
"SRR1275256",-1,11.1705796385747,-1,-1,-1,"C1"
"SRR1275257",-1,10.750818261197,-1,-1,-1,"C1"
"SRR1275258",-1,10.6372207871339,-1,-1,-1,"C1"
"SRR1275259",-1,10.29609944244,-1,-1,-1,"C1"
"SRR1275260",-1,10.2544746433249,-1,-1,-1,"C1"
"SRR1275261",-1,0.643394453479892,-1,9.143783949471,-1,"C1"
"SRR1275262",-1,-1,-1,9.20279480264919,-1,"C1"
"SRR1275263",-1,0.182565182221083,-1,3.7765146238365,-1,"C1"
"SRR1275264",-1,-1,-1,4.13911745545688,-1,"C1"
"SRR1275265",-1,11.6095136501977,-1,-1,-1,"C1"
"SRR1275266",-1,11.5405341451269,-1,-1,-1,"C1"
"SRR1275267",-1,10.0920449978244,-1,-1,-1,"C1"
"SRR1275268",-1,9.85703827152366,-1,-1,-1,"C1"
"SRR1275269",-1,1.54305038564837,-1,-1,-1,"C1"
"SRR1275270",-1,-1,-1,-1,-1,"C1"
"SRR1275271",-1,12.8153505505878,-1,-1,-1,"C1"
"SRR1275273",-1,11.6915570645203,-1,-1,-1,"C1"
"SRR1275275",-1,10.8373567913961,-1,-1,-1,"C1"
"SRR1275277",-1,12.6857775322001,-1,-1,-1,"C1"
"SRR1275279",-1,12.4395393553469,-1,-1,-1,"C1"
"SRR1275281",-1,12.8267406881798,-1,-1,-1,"C1"
"SRR1275283",-1,11.5364561727457,-1,-1,-1,"C1"
"SRR1275285",-1,11.7043175104474,1.41364823661203,-1,-1,"C1"
"SRR1275287",-1,1.24135208577066,-1,-1,-1,"C1"
"SRR1275289",-1,12.0714243840483,1.12697285625777,-1,-1,"C1"
"SRR1275291",-1,9.77236241550254,1.99949496834999,-1,-1,"C1"
"SRR1275293",-1,12.5806235062227,-1,-1,-1,"C1"
"SRR1275295",-1,12.7545502286023,-1,-1,-1,"C1"
"SRR1275297",-1,12.2271753668453,-1,-1,-1,"C1"
"SRR1275299",-1,13.2280077732199,-1,-1,-1,"C1"
"SRR1275301",-1,12.5122196260001,-1,-1,-1,"C1"
"SRR1275303",-1,-1,13.7428235940693,1.70394232156809,-1,"C2"
"SRR1275304",-1,-1,13.9863105322582,-1,-1,"C2"
"SRR1275305",-1,-1,12.6440991957958,-1,-1,"C2"
"SRR1275306",-1,-1,12.7976863675517,-1,-1,"C2"
"SRR1275307",-1,-1,13.9969955150039,1.51762844886694,-1,"C2"
"SRR1275308",-1,-1,14.2128352085089,-1,-1,"C2"
"SRR1275309",-1,-1,13.5039261617741,-1,-1,"C2"
"SRR1275310",-1,-1,13.5229584853856,-1,-1,"C2"
"SRR1275311",-1,-1,14.0262730153339,1.58890048769913,-1,"C2"
"SRR1275312",-1,-1,14.016769356328,-1,-1,"C2"
"SRR1275313",-1,-1,14.9053062930744,0.63886160008256,-1,"C2"
"SRR1275314",-1,-1,15.0759731194391,-1,-1,"C2"
"SRR1275315",-1,-1,14.7102556178213,-1,-1,"C2"
"SRR1275316",-1,-1,14.6857816925318,-1,-1,"C2"
"SRR1275317",-1,-1,13.4994645512214,-1,-1,"C2"
"SRR1275318",-1,-1,13.5874475757748,-1,-1,"C2"
"SRR1275319",-1,-1,14.6149922886558,1.34550992425134,-1,"C2"
"SRR1275320",-1,-1,14.5998022015011,-1,-1,"C2"
"SRR1275321",-1,-1,13.7104905405787,0.838346736521231,-1,"C2"
"SRR1275322",-1,-1,13.7440787051702,-1,-1,"C2"
"SRR1275324",14.3589296248808,-1,-1,-1,-1,"C0"
"SRR1275325",14.4665755110935,-1,-1,-1,-1,"C0"
"SRR1275326",9.43253041724165,-1,-1,-1,-1,"C0"
"SRR1275327",8.09091692795518,-1,-1,-1,-1,"C0"
"SRR1275328",16.1399057156087,-1,-1,-1,-1,"C0"
"SRR1275329",16.3838881676809,-1,-1,-1,-1,"C0"
"SRR1275330",10.6097814592488,-1,-1,-1,-1,"C0"
"SRR1275331",8.92221747595759,-1,-1,-1,-1,"C0"
"SRR1275332",13.247245794672,-1,-1,-1,-1,"C0"
"SRR1275333",13.5303608558844,-1,-1,-1,-1,"C0"
"SRR1275334",-1,11.3860019191105,-1,-1,-1,"C1"
"SRR1275335",-1,11.3919807546564,-1,-1,-1,"C1"
"SRR1275336",-1,8.1383614057771,-1,-1,-1,"C1"
"SRR1275337",-1,8.5929951443784,-1,-1,-1,"C1"
"SRR1275338",-1,-1,-1,-1,-1,"C1"
"SRR1275339",-1,-1,-1,-1,-1,"C1"
"SRR1275340",-1,13.1999858914472,-1,-1,-1,"C1"
"SRR1275342",-1,-0.41465283188798,-1,-1,-1,"C1"
"SRR1275344",-1,-0.27840860122462,-1,-1,-1,"C1"
"SRR1275346",-1,-0.228705984348338,0.539431811434833,-1,-1,"C1"
"SRR1275347",-1,-1,-1,-1,-1,"C1"
"SRR1275348",-1,-0.113410835081818,-1,-1,-1,"C1"
"SRR1275349",-1,-1,-1,-1,-1,"C1"
"SRR1275350",-1,0.622555576261389,1.20019044429998,-1,-1,"C1"
"SRR1275352",-1,0.402285591869996,-1,-1,-1,"C1"
"SRR1275354",-1,10.9799891581268,-1,-1,-1,"C1"
"SRR1275356",-1,11.5743871362322,-1,-1,-1,"C1"
"SRR1275357",-1,11.6040854587632,-1,-1,-1,"C1"
"SRR1275358",-1,-1,0.36289064266586,-1,-1,"C1"
"SRR1275360",-1,11.6042005271815,0.665210830813277,-1,-1,"C1"
"SRR1275362",-1,1.01849174903988,0.213751646311006,-1,-1,"C1"
"SRR1275364",-1,10.7264394861802,-1,-1,-1,"C1"
"SRR1275366",-1,9.03270422822948,-1,-1,-1,"C1"
"SRR1275368",-1,2.40789654874953,-1,-1,-1,"C1"
"SRR1275370",-1,8.32383840051836,-1,-1,-1,"C1"
"SRR1275372",13.1739430267268,-1,5.82540404623068,-1,-1,"C0"
"SRR1275373",13.5108946497788,-1,6.38943774810811,-1,-1,"C0"
"SRR1275374",14.2631782073491,-1,-1,-1,-1,"C0"
"SRR1275375",14.3887663502126,-1,-1,-1,-1,"C0"
"SRR1275376",14.8320879298296,-1,-1,-1,-1,"C0"
"SRR1275377",15.1117955343517,-1,-1,-1,-1,"C0"
"SRR1275378",13.7420036521328,-1,-1,-1,-1,"C0"
"SRR1275379",14.1405739300822,-1,-1,-1,-1,"C0"
"SRR1275380",15.6858508672364,-1,-1,-1,-1,"C0"
"SRR1275381",15.9961157078177,-1,-1,-1,-1,"C0"
"SRR1275382",14.0376340826991,-1,-1,-1,-1,"C0"
"SRR1275383",14.372232865333,-1,-1,-1,-1,"C0"
"SRR1275384",15.0489966570681,-1,-1,-1,-1,"C0"
"SRR1275385",15.2712008335047,-1,-1,-1,-1,"C0"
"SRR1275386",14.6698642920351,-1,-1,-1,-1,"C0"
"SRR1275387",14.9347329822965,-1,-1,-1,-1,"C0"
