Symbol,logFC,P.Value,adj.P.Val
CNOT2,0.760947712106078,5.10517720256724e-16,5.8374412700275e-15
PHLDA2,0.760927398505356,4.07464866144373e-13,2.88757801338358e-12
RNU6-5P,0.760902015150237,0.00593114714166739,0.0100659916614821
SDR39U1,0.760897874223216,9.44572311468973e-09,3.63513085714613e-08
PDXDC1,0.760792474744752,1.88692584494459e-18,3.32091821511589e-17
ARFGEF2,0.759783387456791,5.85469824364731e-16,6.64554603319723e-15
AHCTF1,0.75972629872243,1.11885608011031e-15,1.19708608617084e-14
CCDC130,0.759068661284242,1.03995900823638e-11,6.03824174314942e-11
GPATCH2L,0.758888730034603,1.69748889383536e-14,1.48673862797479e-13
SLCO5A1,0.75876266650766,0.0003062981442119,0.000641508575325474
PAEP,0.758130043670305,0.0639247171575704,0.0890921168311372
IFNLR1,0.757711847615069,9.28786800069043e-07,2.73644141316579e-06
RREB1,0.75743437810166,1.28710346106012e-14,1.15387370405187e-13
EP400,0.757305727074169,1.99114501396215e-16,2.43350562427715e-15
CCDC120,0.756901922206205,4.58384732318986e-09,1.83926257071287e-08
TNKS1BP1,0.756800984684884,2.94745874155946e-17,4.15857199282249e-16
ELL2P1,0.756504733898534,6.8609562521362e-08,2.3662935349244e-07
RAB6A,0.756380388359133,1.09502727903723e-17,1.66333483510154e-16
USP12,0.755630857968886,4.91790914884833e-15,4.78227852742295e-14
FXYD4,0.755422738250243,0.0492304558860547,0.0702140524031441
CNNM2,0.754788669411567,3.70930186210679e-14,3.09060906184888e-13
IPO9-AS1,0.754737206219888,0.224093409018014,0.275704862187454
AL136115.1,0.754623504987048,0.161540009253583,0.205949975543353
ARCN1,0.754461244830018,4.37423730178772e-18,7.15149428339644e-17
TMEM189,0.754176809985796,7.04976341544005e-15,6.63384757080006e-14
C2CD4C,0.753878193410342,1.93264845994797e-05,4.77664792421565e-05
SMG1,0.753749565327565,1.06041099105733e-16,1.3602161081436e-15
SNAP25-AS1,0.753672333367715,0.0372957704316632,0.0545918926651488
PRRC2C,0.753603319239497,1.38203311605806e-17,2.07561105697745e-16
EMBP1,0.752511128779703,0.00694142309771441,0.0116532375873898
C2CD4D,0.752471447669647,0.124061346536512,0.162594429136314
PAFAH1B1,0.752158363261427,6.62148930467193e-18,1.04497305385669e-16
NYAP1,0.752070598901163,0.000200379332981086,0.000430509511020343
ZNF41,0.752069656284188,1.13688276310701e-12,7.58926251389272e-12
RRAGB,0.752065812571387,7.92112056088059e-10,3.51174702696699e-09
OSGIN2,0.752042092958759,6.52068907180392e-13,4.49787575574691e-12
ATP6V1C2,0.752033275430199,0.0117893562902582,0.0189716821393397
SLC12A5,0.751842109210427,0.0863131710777759,0.11703076404391
PSPN,0.751751340842058,0.0260065448925971,0.0392763944338567
KLF17,0.751697785063552,3.80492969015092e-05,9.02357546316742e-05
ZNF394,0.751497737490967,4.3926078478899e-11,2.32914438318555e-10
RAD17P1,0.751427861426839,0.0567096230961703,0.0798106874292628
SBDSP1,0.751392504569245,1.68608608623145e-15,1.7575655746746e-14
LEMD2,0.750762291030389,1.03709942994383e-14,9.42440720394592e-14
RNF4,0.75030477762355,1.05703768042245e-15,1.13747507434836e-14
SMG6,0.749521174299976,2.20173464172385e-13,1.62325673466966e-12
TMEM140,0.748506292504339,1.82980922954252e-08,6.79768475587272e-08
HBEGF,0.748269119799673,4.84159835387381e-09,1.93684718007083e-08
LRCH1,0.748034818629894,4.53878493427372e-10,2.07490492040701e-09
NFKBIL1,0.747901263085566,1.46246785624424e-12,9.59094859418724e-12
RGMB,0.747832551121059,8.68542265480918e-09,3.35709057321305e-08
PPP4R2,0.747820450339644,1.52864370950811e-14,1.34836069369674e-13
SGSM1,0.747618843733438,0.00030080058148994,0.000630632310214793
PMM2,0.746991527928399,1.38034190651369e-12,9.09717554936429e-12
ZNF416,0.746791555165891,4.41264065215464e-07,1.36276381897031e-06
DDX59,0.746297474952324,8.37626811838004e-15,7.78249676921073e-14
RBBP8NL,0.746168960395251,8.08028532577363e-05,0.000183100739090296
ZNF707,0.745405973654451,7.9925081136062e-12,4.71704769542091e-11
TRIM27,0.745367504875707,5.61530011070124e-17,7.53477058770696e-16
KANSL2,0.745028276097548,4.60889326871267e-15,4.50212540577918e-14
SLU7,0.744823933631468,1.38361114409059e-15,1.45858283391179e-14
PARP6,0.744455055560422,1.83473316902007e-14,1.59793256094374e-13
BCAS2P3,0.743879497874294,0.0224958979932039,0.0343952868578618
ZNF148,0.743537561802295,3.53344459421158e-15,3.51608864639164e-14
FAM35A,0.743423053330011,4.95990964755038e-14,4.04209864499536e-13
PAQR5,0.743085203445603,7.43326792745375e-14,5.90039385144306e-13
BIRC2,0.742609834753141,8.85888146634853e-15,8.17385310741603e-14
PDE8A,0.742534065465081,8.70447561357442e-15,8.05931527500249e-14
CTSL,0.742519122190051,2.0729720503773e-18,3.61415459550077e-17
ZNF436,0.742387439181484,6.50659205090261e-12,3.88560918438714e-11
CHD9,0.741244161246435,3.59156078012443e-12,2.22316538757752e-11
SLC25A32,0.741181362121499,1.6268117412944e-13,1.22556658182074e-12
MAPK7,0.741013557685948,1.26240026800801e-11,7.24626307210756e-11
INA,0.740819218145176,2.61193696092658e-13,1.90607991690484e-12
TSSK6,0.740753754163163,0.000267170436016548,0.000564699771657566
GOLPH3,0.739617621757757,9.10661872539405e-19,1.70069298400696e-17
ZNF330,0.739560225357597,1.58616242878761e-13,1.19687835415965e-12
IPO7P1,0.739465338257235,1.37955926557415e-07,4.57024983856578e-07
AHI1,0.739410161080303,2.59623694666188e-12,1.64519426556969e-11
ANKHD1-EIF4EBP3,0.738922527577253,0.103012212779966,0.137433186957266
HIST1H2BK,0.738804859834358,2.16164475219243e-16,2.61445391897226e-15
SLC17A5,0.738691816163754,2.25865804034289e-12,1.44712507926816e-11
RUNX3,0.738369869865158,1.37390305174127e-09,5.8825649157716e-09
RELT,0.738361202649491,6.91239326857127e-11,3.5747276842295e-10
IL1A,0.738211660634024,0.0969170728941075,0.130055468687478
SYT12,0.737520227901693,4.59241443978125e-15,4.48838071990786e-14
ARHGAP23P1,0.737310366538373,4.90594630763354e-05,0.000114482317868629
CYSTM1,0.737174352642311,1.30612816993111e-14,1.16924192272699e-13
SOCS4,0.737111801035677,1.71250273810823e-13,1.28648230684648e-12
SMOC1,0.736817211375442,5.60591555799714e-18,8.95313231961874e-17
UBN2,0.736792676671217,2.79635693815768e-13,2.03270283203521e-12
IRGQ,0.736726715461171,1.85080831410956e-12,1.20109210857848e-11
ZNF565,0.736696514846268,0.000288289242128862,0.000606654047058567
MIPEPP3,0.736177505758158,0.0538939866425929,0.0762410719578479
ELF1,0.736077122409463,1.03123696694926e-14,9.38028042459751e-14
PHLDB2,0.736026990492349,1.12219350881289e-13,8.66422643631099e-13
BRAP,0.735965903550277,3.1430514485343e-13,2.26440637409286e-12
PUS1,0.735456283221765,1.8668082457452e-13,1.39285716910324e-12
EIF3A,0.734909819474161,5.8035137892719e-18,9.22917150208615e-17
GOLGA6L10,0.734787742682786,0.083387021387738,0.11342631036525
MTMR9LP,0.734256665721447,1.80445415834803e-09,7.64176700824598e-09
HIST1H2BC,0.734137107540895,3.12953675631744e-08,1.12429271519361e-07
TOP1,0.733987889483195,9.98992469348594e-17,1.28585784832314e-15
CAB39,0.732599766689397,7.80757073250366e-15,7.2795149230817e-14
SAR1B,0.732522645941963,9.57047363136426e-16,1.03826826275534e-14
EIF1AD,0.732433002195792,1.22363848085823e-13,9.38139613584356e-13
WHAMM,0.732260006017889,1.03575416352138e-09,4.52941954474693e-09
BFAR,0.73198483405592,4.24992990343589e-16,4.90769476705317e-15
TMEM259,0.731826030362928,2.71889812555465e-16,3.23387512853143e-15
RNFT1,0.731685930375781,3.7343196248563e-10,1.7274819848119e-09
CICP3,0.731586889104109,0.233428274878043,0.286226064945853
VHL,0.731443725557896,2.04480033246114e-14,1.76716175805321e-13
ATP6V0A2,0.731402299003687,1.09250626666681e-12,7.30873359588516e-12
AGAP4,0.731296201029825,5.31727004079208e-08,1.85795423735063e-07
CWC22,0.730708080026506,9.00472428993938e-13,6.08520853212075e-12
ZNF562,0.730358161956312,1.43486469480356e-11,8.17828996383753e-11
MAML1,0.730341677198624,4.96572328774878e-15,4.82539888618674e-14
PUM1,0.730106086276858,3.45342458988214e-15,3.44197473295312e-14
PHF20L1,0.730096500859455,2.92632108869323e-15,2.94178923684274e-14
HIST1H2AE,0.729421544650136,0.00159515735521726,0.00298379594405252
SCHIP1,0.729388062858796,0.00255224110568421,0.00460668891417222
ATP6V0B,0.729198617112498,9.19801761695588e-17,1.1880294687791e-15
C17orf49,0.729066087908352,0.153659075038899,0.197034595154799
BMS1P10,0.728958738284746,0.0248088736509664,0.0376077907366175
ZNF639,0.728819402387852,6.31541028848688e-12,3.77991705063643e-11
DBP,0.728789404450769,1.10190802466846e-08,4.19878182961453e-08
SEC62,0.728777226956463,3.19824782955931e-16,3.77271791438775e-15
DAPK3,0.728733787624922,2.15697924174845e-14,1.85861207155375e-13
MIB1,0.727545616814853,4.63043859866439e-14,3.80018118018084e-13
CCNT1,0.727256780615607,9.80416739051448e-16,1.06115024288275e-14
TAT,0.727232184765598,0.144198081620322,0.186093605126683
GORASP2,0.726509116373528,2.27677270464493e-16,2.7412461026597e-15
LRP2BP,0.725612394742801,0.0208538444273627,0.0320714541164441
ZNF24,0.725503507830157,3.42478816592476e-15,3.41525959531865e-14
SCAMP2,0.724874860119068,6.44467316361048e-15,6.13461789700573e-14
NTAN1,0.724278890944061,4.09627078275982e-11,2.1831940191329e-10
CDK4,0.724151250086645,2.97401448891043e-17,4.19286551015981e-16
SPAG5-AS1,0.72393331228103,0.04159408164436,0.0602869969428091
GLA,0.723836591181654,1.10264951271167e-16,1.40857996010419e-15
PNN,0.723682315238364,5.42182175889267e-16,6.17746457072752e-15
SNORA5C,0.723618861133847,0.172095176951495,0.21790148831671
PPP2R2D,0.723513127143854,1.44545651838499e-13,1.09603004839949e-12
CICP16,0.722950390791229,0.0615325539598817,0.086002530236541
KLF13,0.722870390171106,2.44794932158665e-17,3.50960611197938e-16
VSIG10L,0.722413787774517,2.60096828223637e-08,9.45336326917347e-08
TGDS,0.722406593095359,1.63730680085695e-10,8.01368806574892e-10
PPM1A,0.722176788842495,5.99278575499563e-13,4.15372037566414e-12
KPNA5,0.722120354199518,1.64370013328644e-06,4.68644379443058e-06
ZNF787,0.721974908276692,4.76355787840556e-12,2.89762375123116e-11
ABCF1,0.721587322479933,3.87015895619322e-17,5.34311278707624e-16
UNC79,0.721371229822622,0.0386046189335693,0.0563175397373094
KRTCAP2,0.721353935998239,6.31040075321234e-05,0.00014530917869826
CHM,0.721034932532167,6.74445292752646e-14,5.3949834190231e-13
ATP6V1E1P1,0.720680449197702,1.23155977951848e-12,8.16861607496989e-12
GSPT1,0.720204816961062,5.77046625084155e-18,9.18445345714644e-17
CTGLF10P,0.720170474220083,3.28641865179314e-06,8.99842380374916e-06
C16orf45,0.720087435258048,1.1737908463918e-11,6.77310024614565e-11
TAF4B,0.719192357798891,2.21073117684794e-10,1.0597635718645e-09
DMPK,0.719077211472642,1.13934205407708e-13,8.77844448279811e-13
KAT5,0.719009618962952,4.46904522494137e-14,3.67906647095659e-13
HNRNPCP7,0.718398357081535,0.0437345158302593,0.0630803208515998
ZRSR2,0.718300811387939,1.45280836428464e-07,4.79501368753977e-07
HERC1,0.718087034343732,1.3351391571654e-14,1.19349273914862e-13
BCL2L11,0.718012160509603,5.29301054841377e-11,2.776558699728e-10
C2orf54,0.71759932285762,0.00595968984623117,0.0101098297400616
ACIN1,0.717179085566378,1.93709351863882e-17,2.84503932233178e-16
EFNA1,0.716973257146512,1.23042717998955e-15,1.30969170649031e-14
SLC25A22,0.716616839982979,1.20538492403321e-14,1.0853122808759e-13
MLLT4,0.71652484909698,2.04624463312947e-11,1.13640963862536e-10
SH3PXD2B,0.716494166421525,1.93953516956328e-10,9.3983010417212e-10
MASP2,0.716134096001091,0.022974061759231,0.0350602278775524
AP3D1,0.716009432319352,1.14165813965687e-16,1.45442408796477e-15
TES,0.715794972514051,3.03646824307846e-17,4.27122227279217e-16
INTS7,0.715632783569201,2.95612060026098e-15,2.9701442451571e-14
MTMR7,0.715439758125959,0.000946730023875649,0.00183880306221283
PITPNM1,0.715361876379349,5.28875910935553e-16,6.03255154713393e-15
SLC12A8,0.715279818389241,9.86816695487299e-05,0.000221061172722263
ATG12,0.715180345000746,2.06406368838177e-13,1.52840758935476e-12
SMAD4,0.714729698905187,2.63447025614881e-13,1.92026815150964e-12
SPDYE2,0.714070326757558,0.00251631957821123,0.00454405234945266
STAT5A,0.714043976480834,1.3814309730562e-15,1.45710868567185e-14
ST6GALNAC6,0.714029728162356,3.2040946402442e-11,1.73497721978127e-10
HIF1A,0.713974538302547,6.46283066556362e-17,8.55498849039593e-16
SMIM5,0.71389012149707,0.0243490163085925,0.0369831199497626
ZNF830,0.713888354164314,8.35839303378338e-10,3.69856907321117e-09
ITPR3,0.713775222613807,2.10236981502246e-17,3.06603823258126e-16
CAMKK1,0.712927405763822,7.82031250726584e-14,6.18307204244549e-13
CNPPD1,0.712550465926883,1.20356750732913e-11,6.92776133465115e-11
SURF6,0.712480077030907,1.22070454866554e-14,1.0975152618441e-13
CPAMD8,0.712249156813958,0.000108399564877353,0.000241553214990926
BRAF,0.711983130572436,1.09793466830954e-12,7.33714820650886e-12
FNTA,0.711865864683768,3.03348696124028e-14,2.55597332656403e-13
PPP1R37,0.711645146307618,1.48444505378587e-12,9.72481086553992e-12
ZNF222,0.711336269819543,1.2164584114617e-06,3.52932003001605e-06
GIGYF2,0.711268798017116,1.17179092697992e-14,1.05710741999282e-13
PTPRJ,0.711215714804365,7.00045542990546e-13,4.81100620584727e-12
CDK17,0.711028079424821,3.59124388106191e-11,1.93170572742372e-10
FIGNL1,0.710995018763634,1.34477323623085e-14,1.20095273487641e-13
LRRC59,0.710689185981591,4.10064560933354e-18,6.74561631657181e-17
ZNF320,0.710645382621687,4.21667900284388e-12,2.58351292751493e-11
NKG7,0.710633354966702,0.314429942304816,0.373175322508735
STX16-NPEPL1,0.710527799629609,0.0779818464660041,0.106869533414219
GPSM2,0.710286087858294,7.92897482040402e-15,7.38163000512938e-14
ZBED4,0.709884728452642,1.04394965765243e-12,7.00148748446422e-12
IGBP1P4,0.709687107911815,0.0277328781438348,0.0417078498220603
SON,0.709542698550284,2.7226458814305e-17,3.86184733166679e-16
HECTD1,0.709431831241711,4.64068460503443e-15,4.52843349050428e-14
TMEM31,0.708833061934811,0.522407338063194,0.579301337384229
IPMK,0.708284655955378,3.79605583368388e-12,2.34274465656292e-11
SYNGR3,0.708180825414191,8.88769240775626e-08,3.01783222983715e-07
TP53BP2,0.7079051278987,9.58795470096421e-15,8.76411474823791e-14
SLC4A2,0.707745165756219,2.16834009125085e-17,3.14190574060152e-16
PAPD4,0.707322347100515,2.60592423334155e-13,1.90243697066274e-12
MEPCE,0.707276647313035,2.58985672176651e-16,3.10216899616223e-15
ZNF836,0.707270399558359,0.000747344581499373,0.00147568686407303
CGGBP1,0.707225441679856,5.07645442449515e-14,4.13165753553452e-13
EIF4G3,0.70710104412167,1.45051777658805e-14,1.28431117909967e-13
